text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
prediksi jatuh orang warga china,1,0,0,1,0
user negeri sontoloyo status hukum nya,1,1,0,1,0
user astaga sewa pecun,0,1,0,0,0
jaja pemkab kebumen jateng kadin aseng bahas kawasan industri kecmatan tanah negara aseng ncc user user user user user user user,0,0,0,0,0
user user user user anak partai komunis indonesia partai komunis indonesia,0,0,0,0,0
user cewek hayu masuk mbikoz orang tionghoa indonesia tempur jawa timur muluz hampyr guling belanda wadidaw kualitas twit,0,0,0,0,0
user anjir dosa tahi wkwk,0,1,0,0,0
anak mcd anjir nbobrok nidiot nkampung nmalu maluin nngegas ntapi sayang ku ketawa wkwk,1,1,0,1,0
dit abang kasih rahasia mas bim main kak chaca adit eh dit serius entar dengar abang ijinin maincraft deh tante jani mas bima berisik banget ndasar bocah sial url,1,1,1,0,0
user user lo cebong iya,1,1,1,0,0
plt gubernur bengkulu rohidin mersyah hadir upacara bangsa badan nasional tanggulang terorisme bnpt forum koordinasi cegah terorisme fkpt provinsi bengkulu lapang rektorat institut agama islam negeri iain bengkulu,0,0,0,0,0
tagar lantang tentang sang presiden kacung diam bela presiden teriak kemarin teriak benar ucap anak,1,0,1,0,0
user user cebong dungu marah marah ajar nabi nya rendah hati agama umat paulus rajin aji kitab kuning,1,1,0,1,0
mari sukses pilih kepala daerah malang nomor,0,0,0,0,0
retweet user niat pengin tidur adek asik mainin kontol gede koko main ngaceng enak kontol koko adik xe kali xa,0,1,0,0,0
user peran rezim jokowi nya nama juya saing im,0,0,0,0,0
user user kali penah kali jijik babi tam,0,1,0,0,0
user kristen nusantara katolik nusantara,0,0,0,0,0
lihat muka orang pengin ketawa lihat hidung,0,0,0,0,0
iya workshop negosiasi orang china,0,0,0,0,0
user wkwkwkwkwkwkwkwk akak anjir burik,0,1,0,0,0
user user umar bin khatab jabat pas negara politik tengku dewan wakil rakyat tri,0,0,0,0,0
kpk bubar,1,0,0,0,1
percaya cina heran jabat indonesia jongos cina kristen tegak hukum islam usir cina,1,1,0,0,1
kunci nyanyi bisu,0,0,0,0,0
visi misi islam nusantara visi misi partai komunis indonesia poles cantik,0,0,0,0,0
kait jokowi ahok johan budi jokowi anjing ahok babi iya beda otak,1,1,1,0,0
user user munafik sok melulu,1,0,1,0,0
user user user emang gue pikirin individual mah atur untung psk,0,0,0,0,0
retweet user kecoak belatung paham ambil bijak enak jidat xe kali xa,0,1,0,0,0
bangsad salah gila,0,1,0,0,0
konsumsi jus ampas enzim ludah masuk usus amp maksimal proses cerna,0,0,0,0,0
su pin siswi sd katolik karya yosef istri ronaldo pardede sah,0,0,0,0,0
fakta mega proyek bangun bandara kertajati lupa â atur daerah prov jabar no gubernur user â bangun presiden surabaya â dana bangun apbd jabar â klaim sepenuh te,0,0,0,0,0
citra luwar iya user url,1,0,1,0,0
lsm gerak tolak berita isu bohong sukses pilih kepala daerah wilayah diri kota,0,0,0,0,0
user user user dungu minjem andal profesor junjung coba sbutkan salah kritik rocky gerung kritik lho iya nyinyir sindir sbutan mutu coba kalo presiden sih wowo sikapny,1,1,1,0,0
"user narkotika, psikotropika, obat larang cina dosen cina hutang cina tka cina kalo periode kurikulum cina salam",1,0,1,0,0
user user user wanda mcu nerf habis sebel gue iya kena nerf sih wanda culun banget tingkat harry potret doi,0,1,0,0,0
ganyang partai komunis indonesia rasa url,1,0,0,0,1
user yeu kampang main twt,1,1,1,0,0
pilih jokowi,0,0,0,0,0
jilbab tunduk patuh allah swt halal ramasan legal korupsi,1,0,0,1,0
user bicara jakarta,1,1,1,0,0
user user aneh lihat biksu ajar budha mesir syeikh masaikh nemg aneh pendeta ajar kristen saudi ulama,1,0,0,1,0
retweet user nhijab sangek pengin entot part xe kali xa,0,1,0,0,0
user astaghfirullah baca kmbng kntl xf kali f kali xae,0,1,0,0,0
warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim â sabtu,0,0,0,0,0
presiden joko widodo jokowi buka indonesia international motor show iims jiexpo mayor jakarta pusat kamis,0,0,0,0,0
user user bong presiden indonesia ancam bunuh lu bodoh indak katain kacung bong nmasa kacung priode ngw warga kolam gerah presiden hina nparah lu bong dukung lu palsu xf,1,1,1,0,0
ada anak rp dongo,0,1,0,0,0
user user user tunjuk nama entitas agama kristen jawa nama masjid islam jawa sunda batak lain kecuali istilah pampang islam jawa islam jogya islam malaisia islam arab,0,0,0,0,0
ratus ribu silaturahim tinggal ngacir rasa perih kena gas air mata oh pilpres,1,0,1,0,0
user sadar keliling tka iya diam serang lemah lawan kerja ambil mrkapun diam,0,0,0,0,0
user makan teman kena dare bajing,0,1,0,0,0
ooo ganti libur lebaran ubah pasca lebaran nya rang senin tanggal jalan macet tanggal bodoh h tumpuk presiden bodoh,1,1,1,0,0
bani taplak kotak kotak menang konspirasi wahyudi remason,1,1,0,1,0
kultural teliti budaya perangkat metodologis historis fakta amp simpul etnologi teliti perilaku manusia teliti praktis mikro sifat behavioralistik,0,0,0,0,0
tuju ar fokus poros tiga pecah suara pas kadal,1,0,0,1,0
user user user user user user user user user user user user tv terang menkes budek kuping nya,1,1,0,1,0
user user cocot rusak,1,1,1,0,0
khofifah indar parawansa bangun lindung anak,0,0,0,0,0
retweet user retweet sayang ajar ngentot pasang kencing kencing,0,1,0,0,0
user user user oh iya iya otak dah kropos makan blatung onta xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user user sih ahog prestasi nol omong tahi natau ahog rahasia busuk rezim,1,1,1,0,0
retweet user hei jongos nista agama muslim bangkit dukung jongos ahok,1,1,1,0,0
musyrik mengantrakan zalim tutup hafal quran hadis,0,0,0,0,0
cina ri negara depan tanah asai usir pribumi dewa perang user user user,1,0,0,1,0
user ayo lanjut cerita nya,0,0,0,0,0
pledis buka audisi cina,0,0,0,0,0
user switch nya bagi takjil bom,0,0,0,0,0
orang bodoh piara sih anjeng,1,1,1,0,0
partai koalisi dukung perintah jalin kerjasama politik partai komunis china,1,0,0,1,0
user kecebong mana iya presiden hina ancam diam natau mental kacung,1,1,0,1,0
user kemendikbud orang pinteran dikit suggest film bagus tonton,1,0,0,1,0
user user ah cebong mah,1,1,0,1,0
user bicarain swasta katolik sekolah sumbang bina didik mahal daftar ulang kelas bayar disiplin guru niat ajar bersih pakai banget fasilitas oke banget kantin kafe susananya enak,0,0,0,0,0
user punuk onta,0,0,0,0,0
user aaaaaaah suka avatar asing deh serius polisi nya suka main film fbi,0,0,0,0,0
user user kagum idola bajing nista agama ancam demokrasi nmereka halal balas sakit hati nya ndasar kecut jongos mulut jamban nklw terus september disam,1,1,0,1,0
user ajar efek jera otak amp mulut orang bloon aku pintar,0,1,0,0,0
user gemuk alamiah brother wajar gendut nafsu makan ngomong-ngomong gendut gacuma asal makan hormon sakit genetik lain rendah olahraga jaga pola makan,0,0,0,0,0
user user pilih cebong pemghuni dunia gaib tadz komen jorok,1,1,0,1,0
retweet user anjir sange ngewe cowok straight manly kontol gede minat boking whatsapp jksel only url,0,1,0,0,0
gubernur jabar hebat ð ð,0,0,0,0,0
user user bom iya kayak nunjukin emabel xe kali kali cbom xe kali kali takut orang orang sbnr nya klwr korban,0,0,0,0,0
user untung genk untung orang asing xf kali f kali kali xf kali f xa xa,0,0,0,0,0
persen juta warga bosnia peluk agama islam sisa kristen ortodoks katolik protestan,0,0,0,0,0
klien tangan user,0,0,0,0,0
user terima kasih presiden selamat tulus moga sehat allah baik jokowi amin salam periode,0,0,0,0,0
user user user rejim jokowi ganti ah,1,0,1,0,0
responden yangg bodoh faham wartawan beritasatu bodoh kalo anies sandy pimpin mudah,1,1,0,1,0
akun isi xe kali kali cantik aseng xe kali kali xe kali kali ctolak aseng xe kali kali xe kali kali cnon pribumi xe kali kali ngeluh xe kali kali citu thailand negara asing bantu danau toba bantuin xe kali,0,0,0,0,0
user wanita wanita cacat cari cantik pintar,0,0,0,0,0
presiden ri r soekarno oeharto habibie bdurrahman wahid oekarno putri ambang yudhoyono oko widodo ï½ ï½ ï½ ï½ ã ï½ ï½ ï½ ï½ ï½ ï½ ï½ ï½,0,0,0,0,0
user user user user user user user picek mata,1,1,1,0,0
dulur aji moga allah ijinkan gus ipul mbak puti gubernur wagub jatim user user user user user user user,0,0,0,0,0
user sedih ik mbak cit bani iya beliau asih target nem,0,0,0,0,0
mata ajar ekonomi bolos mas remedial ð ð ð ð,0,0,0,0,0
user ya mau pantat panci,0,0,0,0,0
user gilir bela ahok kapir tuhan urus sorga kapling,1,1,1,0,0
retweet user naib presiden ppbm â kantoikanâ dap terima taja negara asing patut dap lantang tolak akta dana politik takut rahsia sumber duit parti kanto,0,0,0,0,0
user user saran gue mundur jalan baik,1,0,1,0,0
retweet user user rezim anti islam dipungkiri,1,0,1,0,0
xe xa kali xe xa kali xe xa kali darren nama lontar manik sipit arion bundar percaya aneh user,0,0,0,0,0
user user user segi pandang agama anggap agama irrational nyata irrational segi irrasionalitas yahudi kristen islam hindu animisme,0,0,0,0,0
lengser rezim jokowi cepat negara hancur amburadul,1,0,0,0,1
user tolol diliatin tolol malu wkwkwk,1,1,1,0,0
yeu kunyuk makan teman kagak balas sok suci cuihwoosoeokjung,1,1,1,0,0
user user user tuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara budha nusantara hindu nusantara agama nusantara seragam nkri loh,0,0,0,0,0
kelompok rezim rekayasa terorisme islam rusak citra islam indonesia tuduh umat islam indonesia militan radikal garis keras sudut islam isu lgbt lain tuduh curiga,1,0,0,1,0
bom djiaa,0,0,0,0,0
mintak jasa kawan kawan timeline retweet benda nih my relative nurliyana abdul raziff alami hyper thyroid itâ si become worse right now she really need bantu wang rawat bank kat account nih nurliyana abd razif,0,0,0,0,0
retweeted user wni korea bahana gera dunia,1,0,1,0,0
user onta omong,0,0,0,0,0
retweet user whatsapp nig fanyaclarisha sabar pengin entot kontol bule perkasa nenak banget entot konto xe kali xa,0,1,0,0,0
warga moskow demo turun jokowi negara nya saveustadalfian,1,0,1,0,0
retweet user abang kuli favorit penasaran lihat kontol user user user user url user xe kali xa,0,1,0,0,0
tolak versi akal akal rezim edit sesuai selera partai komunis indonesia korban dasar komunis,1,0,0,1,0
user user gubernur bayar tukang konsep tukang ketik payah laah deh,1,0,1,0,0
user kalo kalah salah wasit deh pakai isu isu bohong ulama saracen isu sara isu partai komunis indonesia isu antek asing deh goreng sampa hangus elektabilitaanya salah rakyat bodoh ya wowo,1,1,1,0,0
user teman muslim sekolah katolik diperlakuin banget,0,0,0,0,0
user user hapus teroris islam tipu jelas islam mudah paham,1,0,0,1,0
resmi tutup gubernur jabar apresiasi mtq xxxv tingkat jabar sukabumi infodesaku,0,0,0,0,0
menteri user kantor awal protokoler beliau motor tular presiden user demam film dil tinjau proyek padat karya tunai desa,0,0,0,0,0
tipu jokowi,1,0,1,0,0
user tau mbak kristen kalo salah,0,0,0,0,0
mengelibut pagi buta,0,0,0,0,0
salah jokowi ahok sih babi ateis url,1,1,0,1,0
user user arti ijab qabul janji nikah langkah rangka buang islam,1,0,0,0,1
insyaa allah bp prabowo ustadz anis matta milik kriteria,0,0,0,0,0
lelucon kulit hitam transgender badan ukur mata tebal bibir agama lucu manusia jadi alas diskriminasi,0,0,0,0,0
saracen jahat rencana mendagri batal menang pasang anies sandi jasa saracen,1,0,0,1,0
user lokal prestasi hebat presiden tuduh antek aseng,0,0,0,0,0
user cocok prabowo myanmar kuda,1,0,1,0,0
nomor nanaknya hilang tangan amp kaki injak ranjau sih anak pengin kasihtau kabar buruk orangtuanya kondisi orang tua terima orang cacat beban sakit hati dengar,0,0,0,0,0
user user nyinyir tolong bekal tahu ya wanita katolik wajib pakai tutup kepala,0,0,0,0,0
user keren mas user survei rangkap kordinator cebong ya xf kali f kali kali xf kali f kali kali ntl nya dukung bani cebong nmantrraaaf xf kali f kali kali xf kali f kali kali,1,1,1,0,0
gatot antek asing,1,0,1,0,0
user mantap nyoo terima sitip,0,0,0,0,0
user user user santai saudara laki diblock akun block block masela block mahakam block east natuna block east kalimantan block attaka block kasur lain don t car,0,0,0,0,0
user user adi gaya kayak beruk kalo supir tembak metromini masuk dewan wakil rakyat nkampungan,1,1,1,0,0
user suara narasi bela partai komunis indonesia,1,0,1,0,0
aneh bebek ku transgender malam dalam kandang betina jantan warna coklat hitam sehat sakit tangan,0,0,0,0,0
user acara takjil nama bom takjil,0,0,0,0,0
barusan tonton film monster film aileen wournos omg sedih nselama tulis google doang kisah masalalu buruk amp keluarga hancur amp psk,0,0,0,0,0
user huhungannya bodoh lesbi anjir,0,1,0,0,0
user bunga bangkai,0,0,0,0,0
dampak ekonomi putus jembatan babat saksi berita kini user pkl wib tvone amp streaming tvone connect,0,0,0,0,0
retweet user menang kalah tanding niscaya nbukan dar menang harap ntapi usaha kerja xe kali xa,0,0,0,0,0
jalan akses velodrome dipake asean games hehehe bijak gubernur sungguh pihak titit kuda,1,1,1,0,0
kadang pikir orang licik dunia lesbi iseng halah lesbi serius gabakalan nberbekal kalimat cewek cewek gatau mainin hati cewenya bucin nlol,0,0,0,0,0
user user user user user user user user sih islam nusantara kristen gkj gki lain,1,0,0,1,0
percaya perempuan batas almarhumah militer didik anak nya â muda asik muda kaku batas norma salah kodrat atur keras agama,0,0,0,0,0
aku ahok djarot gagal atas banjir orang kena banjir sibuk sidang nista agama,1,0,1,0,0
tgb belot arah dukung jokowi periode tekan asing proyeksi presiden,0,0,0,0,0
user user cebong bodoh rendah xf kali f kali kali e,1,1,0,1,0
user user bodoh ah budek xf kali f kali kali,1,1,1,0,0
ngin ahok jeruji demo rutan demo jokowi amnesti grasi kasi lengser jokowi salam,1,0,0,0,1
sumpah takleh move om bom diggy nih xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,0,0,0,0
user user user kali undang sih adi narsum kampung,1,1,1,0,0
retweet user china babi china maling usirchina url,1,1,0,1,0
rakyat jawa barat cerdas inshaaallah dukung user calon partai partai bela ahok nista agama url,1,0,1,0,0
turun cina ras paham sejarah indonesia paham,1,0,0,1,0
user anjir hidup mana,0,1,0,0,0
bodoh cerita cinta seperti nih tolol,1,1,1,0,0
rumus luas muka limas xf kali f kali kali sih yebin perjaka duda jihun orang ngira sir neo pas masuk dfa tae first chingu dfa cecyl cantik banget alas masuk akademi jisun duluan telor ayam kim,0,0,0,0,0
user ngejijikin ngakuin anak aku dukung prabowo pendeta setan,1,1,1,0,0
user user user user user ipar ogut kristen jawa ntuh gereja rawamamgun belah tiptop,0,0,0,0,0
orang nali gus mus ulama wejang wejang sejuk seru islam damai islam rahmat lil â alamin,0,0,0,0,0
user user azu tenan soh orang kayak bani micin,1,1,0,1,0
user sok sekolah agama manað,0,0,0,0,0
user ð,0,0,0,0,0
biang gaduh pks sih percaya pks xf kali f kali kali beliau nprofesor tulis keminter sok kontra profesor beliau tuntut ilmu keliling dunia orang goblog goblog iya,1,1,0,1,0
had sesuai ustaz kampung,0,0,0,0,0
user user bala bantu cebong xf kali f kali kali xf kali f kali kali,0,1,0,0,0
xf kali f kali kali preloved branded amp unbranded top xf kali f kali kali barang jual koleksi pribadi mostly jual pakai hijab amp baju banyak crop tee pakai rawat amp riwayat peny,0,0,0,0,0
user pancasila islami kaum muslimin pancasila kristiani peluk kristen pancasila hinduisme peluk hindu pancasila budhaisme peluk buddha pancasila sumber agama,0,0,0,0,0
mari lawan hancur rezim koplaks jongos cina komunis,1,1,0,0,1
bandara kertajati salah bukti sayang presiden jokowi masyarakat jawa barat januari jokowi kesini pancang tiang insya allah jamaah haji propinsi jabar berangkat bandara kertajati,0,0,0,0,0
tuju bahasa umpama dekat al qur an pedoman tuntun pandu umat islam jalan koridor agama,0,0,0,0,0
user user user user dangkal otak benci suharto partai komunis indonesia,1,1,1,0,0
bekal final abang none tingkat wilayah kota administrasi kabupaten balai agunh balaikota wakil gubernur user user hadir kepala dinas parbud dki jakarta user,0,0,0,0,0
lihat orang acara sosialisasi asing efek kerja,0,0,0,0,0
user user kes bom hahaha,0,0,0,0,0
tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang nhen,0,0,0,0,0
orang gila url,0,1,0,0,0
user user user aman sekolahin katolik kristen ekstrem an agama ajar rumah,0,0,0,0,0
idola harun yahya zakir felix siauw cita nya kuasa dunia kalah yahudi rahmat bang alam semesta kali ya bumi,1,0,1,0,0
user eonnie iya suka rendam pakai bunga bangkai,0,0,0,0,0
saksi tumbuh organisasi dil milik klinik kelola langsung komunitas transgender xf kali f xa kali url,0,0,0,0,0
retweet user pakai surabaya presiden gemuk iya restoran juta iya jaman jokowi,1,0,1,0,0
user kunyuk nya berani pulang cecunguk nya setia tunggu hahahaha asli akak,1,1,0,1,0
woyyyy bangsulll pea goblog anjirrrrr kapai block gueeee cukkkkk user,1,1,1,0,0
user gembel nya jae xf kali f kali kali sih,0,1,0,0,0
syaitan iblis ganggu suara adzan hati bu suka nama,1,1,1,0,0
user user user maaf mas mah kagak salah tertawa insyaallah niya mas orang hina kalo nyangkut ulama mah tawar bela nmudah an orang hina kayak si,0,0,0,0,0
user user hutang pembagunan rata korupsi ncebong erti begitu iya mpret,1,1,0,1,0
user wajar cebong gila akibat bela sih kodok indonesia hancur lebur,1,1,0,1,0
polri benar tangkap prabowo hina presiden media sosial url hukum hina jokowi megawati,1,0,1,0,0
culun lucu gaya,0,0,0,0,0
